,Accuracy,Loss
0,78.25112342834473,0.9361369609832764
1,40.58296084403992,4.122079849243164
2,24.017956852912903,13.501688957214355
3,49.94388222694397,2.215693235397339
mean,48.19898083806038,5.193899750709534
