,precision,recall,f1-score,support,pred_0,pred_1,pred_2
class 0,0.0,0.0,0.0,523.0,0,523,0
class 1,0.08305274971941638,1.0,0.15336787564766838,74.0,0,74,0
class 2,0.0,0.0,0.0,294.0,0,294,0
accuracy,0.08305274971941638,0.08305274971941638,0.08305274971941638,0.08305274971941638,-,-,-
macro avg,0.027684249906472128,0.3333333333333333,0.05112262521588946,891.0,-,-,-
weighted avg,0.0068977592359560184,0.08305274971941638,0.012737623791164377,891.0,-,-,-
