,precision,recall,f1-score,support,pred_0,pred_1,pred_2
class 0,0.9940209267563528,0.9527220630372493,0.9729334308705193,698.0,665,0,33
class 1,1.0,1.0,1.0,99.0,0,99,0
class 2,0.9216152019002375,0.9897959183673469,0.9544895448954489,392.0,4,0,388
accuracy,0.9688814129520605,0.9688814129520605,0.9688814129520605,0.9688814129520605,-,-,-
macro avg,0.9718787095521968,0.9808393271348654,0.9758076585886561,1189.0,-,-,-
weighted avg,0.970647406241234,0.9688814129520605,0.969106338390781,1189.0,-,-,-
